,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8783,782,France,Male,34,9,0.0,1,1,0,183021.06,1
7570,697,France,Male,32,7,175464.85,3,1,0,116442.42,1
6735,842,France,Female,37,4,132446.08,2,1,0,87071.18,1
1085,803,France,Male,42,5,0.0,1,1,0,196466.83,1
5542,682,France,Female,35,2,181166.44,1,1,1,63737.19,1
8137,410,France,Male,33,6,125789.69,1,0,0,66333.56,1
3694,608,France,Female,33,4,0.0,1,1,0,79304.38,1
3564,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
4197,515,France,Female,58,2,131852.81,1,1,0,81436.68,1
733,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1
6343,627,Spain,Female,55,6,0.0,1,0,0,91943.94,1
1210,711,France,Male,51,7,0.0,3,1,0,38409.79,1
9104,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1
8948,583,France,Male,48,3,91246.53,1,1,0,60017.46,1
2460,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
6209,690,France,Female,40,9,77641.99,1,0,0,189051.59,1
2344,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
2190,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1
8801,510,France,Female,52,6,191665.21,1,1,1,131312.56,1
1631,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1
2539,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
5137,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
9838,581,Germany,Male,39,1,121523.51,1,0,0,161655.55,1
9466,559,France,Male,52,2,0.0,1,1,0,129013.59,1
3555,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
603,566,France,Male,30,5,0.0,1,1,0,54926.51,1
6803,568,France,Female,44,7,0.0,2,0,0,62370.67,1
2335,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
3964,476,France,Male,37,4,0.0,1,1,1,55775.84,1
5666,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
7749,785,France,Female,38,1,0.0,1,1,0,134964.85,1
8347,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
475,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1
4745,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
2049,720,France,Female,45,1,102882.4,2,1,1,35633.15,1
1653,500,France,Male,56,1,100374.58,1,1,0,118490.8,1
4643,597,France,Female,60,0,131778.08,1,0,0,10703.53,1
6831,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1
7894,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
3543,675,France,Male,49,8,135133.39,1,0,1,179521.24,1
2110,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
1351,648,France,Female,54,9,120633.42,1,0,0,5924.38,1
685,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1
6177,731,Germany,Male,37,3,116880.53,1,0,0,172718.35,1
7080,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1
6569,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1
7556,738,Spain,Male,49,3,0.0,3,1,1,65066.48,1
6466,678,Germany,Male,32,4,139626.01,1,1,1,118235.52,1
6717,663,Spain,Female,58,5,216109.88,1,0,1,74176.71,1
6707,607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1
3110,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
118,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1
109,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1
2393,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
8495,696,France,Male,42,4,0.0,1,0,0,126353.13,1
487,542,France,Male,39,3,135096.77,1,1,1,14353.43,1
5484,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1
9770,520,France,Male,49,5,121197.64,1,1,0,72577.33,1
1047,726,France,Female,48,4,0.0,1,1,0,114020.06,1
86,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1
2928,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
1855,785,France,Female,47,9,122031.55,1,1,1,33823.5,1
9473,608,Spain,Male,45,4,0.0,2,0,0,36697.48,1
1854,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1
4312,576,France,Female,41,4,112609.91,1,0,0,191035.18,1
6782,585,France,Male,55,10,106415.57,3,1,1,122960.98,1
2509,655,France,Female,50,10,0.0,4,1,0,179267.94,1
43,834,France,Female,49,2,131394.56,1,0,0,194365.76,1
5347,649,Spain,Male,32,1,0.0,1,0,1,91167.19,1
7152,529,France,Male,46,8,0.0,1,0,0,126511.94,1
2005,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1
777,692,Spain,Male,28,9,118945.09,1,0,0,16064.25,1
1160,513,France,Male,35,8,0.0,1,1,0,76640.29,1
9052,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1
3743,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
2115,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1
5936,588,Spain,Female,22,9,67178.19,1,1,1,163534.75,1
4730,619,Spain,Female,38,1,0.0,1,1,0,112442.63,1
6827,718,France,Female,49,10,0.0,1,1,0,184474.72,1
3885,642,Germany,Female,56,6,103244.86,2,1,0,143049.72,1
4347,615,Germany,Male,24,8,108528.07,2,0,0,179488.41,1
589,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1
1187,765,France,Female,50,9,126547.8,1,1,1,79579.94,1
1367,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1
9370,561,France,Male,43,4,0.0,4,0,0,18522.91,1
3385,735,France,Male,41,7,74135.85,1,1,1,11783.1,1
3185,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
1955,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1
3294,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
7247,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1
114,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1
8163,768,Germany,Male,48,3,122831.58,1,1,1,24533.89,1
6891,754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1
983,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1
2575,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
429,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1
8780,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1
6911,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1
4222,850,France,Male,40,6,0.0,1,1,0,136985.08,1
9613,635,France,Male,33,1,0.0,3,0,0,178067.33,1
4629,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1
7031,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1
5448,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1
4142,637,France,Female,63,5,0.0,1,1,0,28092.77,1
7915,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1
8368,622,Germany,Female,34,7,98675.74,1,1,0,138906.85,1
293,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
9069,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1
2842,513,Spain,Male,48,2,0.0,1,1,1,114709.13,1
8060,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1
7878,731,France,Female,38,10,123711.73,2,1,0,171340.68,1
5220,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
7764,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
1201,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1
7949,530,France,Male,52,1,106723.28,1,0,0,109960.4,1
696,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1
224,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1
2350,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
223,850,France,Male,33,10,0.0,1,1,0,4861.72,1
8862,813,Germany,Male,59,2,135078.41,1,1,0,187636.06,1
947,715,France,Female,38,5,118590.41,1,1,1,5684.17,1
6998,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1
1856,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1
5440,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1
5114,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
3668,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1
1015,676,France,Female,37,5,89634.69,1,1,1,169583.18,1
1340,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1
268,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1
9376,567,France,Female,47,2,0.0,1,0,0,110900.43,1
5370,682,France,Male,41,6,0.0,2,0,1,134158.09,1
8683,697,France,Female,49,7,195238.29,4,0,1,131083.56,1
3365,671,Spain,Female,34,5,130929.02,4,1,1,28238.25,1
573,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
2191,525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1
6308,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1
5606,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
3836,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
5020,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1
1666,611,France,Female,46,5,0.0,1,1,0,77677.14,1
2665,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
8510,550,France,Female,40,8,150490.32,1,0,0,166468.21,1
3600,506,France,Female,57,6,0.0,2,0,1,194421.12,1
8044,835,France,Male,23,9,0.0,1,1,0,19793.73,1
5002,590,France,Male,43,7,81076.8,2,1,1,182627.25,1
9195,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1
543,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1
7424,570,Germany,Male,38,1,127201.58,1,1,0,147168.28,1
9832,595,Germany,Female,64,2,105736.32,1,1,1,89935.73,1
1898,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1
3303,632,France,Female,44,3,133793.89,1,1,1,34607.14,1
5776,593,Germany,Female,39,8,151391.68,1,1,0,27274.6,1
8336,786,Germany,Female,33,0,122325.58,1,0,0,34712.34,1
6388,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
228,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1
2296,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
2951,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1
6704,436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1
9411,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,1
6510,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
6080,659,Spain,Female,42,2,0.0,1,0,0,162734.31,1
3938,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1
9975,610,Germany,Male,50,1,113957.01,2,1,0,196526.55,1
208,643,France,Male,45,5,0.0,1,1,0,142513.5,1
5558,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1
3156,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
6511,628,France,Female,50,4,143054.56,1,0,1,109608.81,1
6713,586,France,Female,46,0,0.0,3,0,1,131553.82,1
7554,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
5949,742,Germany,Female,44,8,107926.02,1,0,1,17375.27,1
168,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1
2970,815,France,Male,45,7,0.0,1,0,1,52885.23,1
2262,572,France,Male,43,2,140431.98,1,1,0,26450.57,1
9166,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
9540,727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1
7474,704,France,Male,50,4,165438.26,1,1,0,120770.75,1
3370,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1
7884,638,France,Male,36,6,188455.19,1,0,0,47031.4,1
2548,524,France,Male,50,4,0.0,2,1,1,31840.59,1
3681,676,France,Female,40,2,147803.48,1,1,0,95181.06,1
7760,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
1492,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
7341,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
5290,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
5385,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
5658,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1
8095,850,Germany,Female,36,6,143644.16,1,1,0,22102.25,1
8762,350,France,Female,60,3,0.0,1,0,0,113796.15,1
125,432,France,Male,42,9,152603.45,1,1,0,110265.24,1
3637,845,Spain,Female,52,0,0.0,1,1,0,31726.76,1
9877,505,Germany,Female,33,3,106506.77,3,1,0,45445.78,1
2236,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
7037,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1
1782,554,France,Female,35,6,117707.18,2,0,0,95277.15,1
6594,747,France,Female,40,3,0.0,1,0,0,57817.84,1
8042,606,France,Male,37,6,82373.94,1,0,0,172526.9,1
644,819,France,Female,39,9,133102.92,1,1,0,27046.46,1
7455,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
3998,639,France,Female,60,5,162039.78,1,1,1,84361.72,1
1049,631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1
5801,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
6875,610,France,Female,57,7,72092.95,4,0,1,113228.82,1
6060,754,Spain,Male,39,7,157691.98,2,1,0,133600.89,1
1994,705,France,Female,49,7,0.0,1,1,0,63405.2,1
7740,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1
4013,720,Germany,Female,57,1,162082.31,4,0,0,27145.73,1
2851,603,France,Female,48,5,0.0,1,1,0,100478.6,1
7571,718,France,Male,52,8,79475.3,3,1,1,32421.32,1
7144,554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1
3138,756,France,Male,60,2,0.0,1,1,1,166513.49,1
9768,714,Germany,Male,54,4,137986.58,2,0,1,51308.54,1
5350,477,France,Female,57,9,114023.64,2,1,1,71167.17,1
5791,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1
7477,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
3148,648,France,Female,39,6,130694.89,2,1,1,153955.38,1
514,605,France,Female,51,3,136188.78,1,1,1,67110.59,1
8171,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
206,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1
4107,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
7809,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
3314,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1
4076,672,France,Female,50,1,0.0,1,1,0,12106.82,1
3983,626,France,Female,44,2,0.0,1,0,1,173117.22,1
3389,420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1
9697,533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1
2449,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
3726,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
2689,414,France,Male,38,8,0.0,1,0,1,77661.12,1
9405,575,France,Male,36,7,0.0,1,1,1,55868.97,1
6314,844,France,Female,41,10,76319.64,1,1,1,141175.18,1
9311,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1
2241,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1
6184,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
2149,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1
551,674,Germany,Male,47,6,106901.94,1,1,1,2079.2,1
6729,454,Germany,Female,50,10,92895.56,1,1,0,154344.0,1
8475,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1
6860,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1
3774,850,France,Male,61,1,0.0,1,1,0,53067.83,1
4841,587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1
5643,616,Spain,Female,36,6,0.0,1,1,1,12916.32,1
7159,525,France,Female,59,6,55328.4,1,1,0,83342.73,1
4411,657,Spain,Male,42,5,41473.33,1,1,0,112979.6,1
8486,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1
3447,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
338,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1
2427,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
1003,646,France,Female,42,3,175159.9,2,0,0,67124.48,1
5013,672,France,Female,40,3,0.0,1,1,0,113171.61,1
1158,434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1
3371,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
8088,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1
3982,614,France,Male,46,4,0.0,1,1,0,74379.57,1
7022,493,France,Male,54,3,167831.88,2,1,0,150159.95,1
8477,556,Germany,Male,42,0,115915.53,2,0,1,125435.47,1
4861,663,Spain,Female,22,9,0.0,1,1,0,29135.89,1
7944,520,France,Female,39,1,73493.17,1,0,1,109626.13,1
8126,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
9477,655,France,Female,41,5,0.0,1,0,0,36548.0,1
8932,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
433,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1
276,756,France,Male,62,3,0.0,1,1,1,11199.04,1
7851,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1
5491,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1
2934,631,France,Male,33,7,0.0,1,1,1,58043.02,1
3703,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1
1215,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1
7282,581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1
1070,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1
1685,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1
643,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1
4677,706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1
3549,675,France,Female,61,5,62055.17,3,1,0,166305.16,1
2038,621,France,Male,47,0,0.0,1,1,1,133831.37,1
905,672,France,Female,45,9,0.0,1,1,1,92027.69,1
6878,651,France,Male,35,0,181821.96,2,0,1,36923.67,1
7322,713,France,Female,32,1,117094.02,1,0,0,149558.83,1
5134,850,France,Female,55,10,98488.08,1,1,0,155879.57,1
3975,535,France,Female,49,3,0.0,1,0,0,61820.41,1
7748,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1
2418,614,France,Male,40,6,0.0,1,1,1,20339.79,1
2628,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
3991,496,Germany,Female,59,7,91680.1,2,1,0,163141.18,1
3502,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
7965,625,France,Female,51,4,124620.01,2,1,0,92243.94,1
3553,741,Spain,Male,40,4,104784.23,1,1,0,135163.76,1
7223,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1
2540,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
406,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
30,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1
7142,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
6600,505,France,Female,36,2,79951.9,1,0,1,174123.16,1
2536,691,France,Male,58,3,0.0,1,0,1,194930.3,1
4988,606,France,Male,47,3,93578.68,2,0,1,137720.56,1
9375,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,1
5359,684,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
5471,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1
7269,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1
8225,670,Spain,Female,57,3,175575.95,2,1,0,99061.75,1
5202,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
471,703,France,Male,37,1,149762.08,1,1,0,20629.4,1
3337,579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1
4371,563,France,Female,35,2,183572.84,1,1,1,66006.75,1
2781,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
7209,653,France,Male,47,6,0.0,1,1,0,50695.93,1
6964,576,France,Female,55,6,44582.07,3,0,1,67539.85,1
4264,667,Germany,Female,56,8,137464.04,1,1,0,130846.79,1
1555,658,France,Female,40,7,140596.95,1,0,1,135459.02,1
6472,651,Germany,Female,34,10,148962.46,1,1,0,66389.43,1
9075,576,France,Male,40,9,0.0,2,1,0,112465.19,1
7759,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1
566,438,Spain,Female,54,2,0.0,1,0,0,191763.07,1
8306,770,France,Female,33,4,0.0,1,1,0,26080.54,1
5547,688,France,Male,38,7,148045.68,1,1,0,175479.92,1
1717,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1
3538,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
2743,689,France,Male,22,4,136444.25,1,1,0,51980.25,1
4946,546,France,Female,47,8,0.0,1,1,1,66408.01,1
6298,714,France,Female,52,2,0.0,1,0,1,144045.08,1
5235,645,France,Female,68,9,0.0,4,1,1,176353.87,1
9119,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1
5570,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1
1365,625,France,Male,43,8,201696.07,1,1,0,133020.9,1
2802,774,France,Male,53,4,113709.28,1,1,1,153887.93,1
8850,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1
1462,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1
4579,534,France,Male,52,1,0.0,3,1,1,104035.41,1
8795,651,Spain,Male,38,2,0.0,3,1,0,67029.82,1
8393,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
6232,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
1329,743,France,Female,40,6,0.0,1,1,0,28280.8,1
190,715,France,Female,41,8,56214.85,2,0,0,92982.61,1
9981,498,Germany,Male,42,3,152039.7,1,1,1,53445.17,1
5233,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1
2662,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
9527,850,France,Female,40,9,99816.46,1,1,1,163989.66,1
4892,707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1
5632,644,France,Male,44,5,73348.56,1,1,0,157166.79,1
4243,768,France,Female,26,5,51116.26,1,1,1,70454.79,1
2915,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
9088,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
9206,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
3957,657,Germany,Female,38,5,123770.46,1,0,0,47019.66,1
5325,529,France,Female,43,0,123815.86,1,1,1,78463.99,1
4547,850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
1549,652,France,Male,48,4,59486.31,1,1,0,163944.18,1
1503,710,France,Male,47,5,158623.14,1,0,0,83499.89,1
7599,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
5779,684,Spain,Male,40,2,70291.02,1,1,1,115468.84,1
5926,595,France,Female,53,7,0.0,2,1,0,41371.68,1
7585,490,France,Female,40,1,0.0,1,1,1,49594.19,1
5685,705,Spain,Female,47,3,63488.7,1,0,1,28640.92,1
7136,826,France,Female,49,0,0.0,1,0,0,178709.98,1
5348,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
7365,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1
8590,771,France,Female,41,10,108309.0,4,1,1,137510.41,1
3843,783,Spain,Male,38,1,0.0,3,1,1,80178.54,1
70,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1
3280,583,France,Female,57,3,238387.56,1,0,1,147964.99,1
1005,521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1
4483,539,Germany,Female,38,8,105435.74,1,0,0,80575.44,1
399,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
6684,562,France,Female,57,3,0.0,3,1,0,6554.97,1
1384,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1
9898,589,France,Male,38,4,0.0,1,1,0,95483.48,1
7507,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1
4964,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
1862,481,France,Male,44,9,175303.06,1,1,0,65500.53,1
3731,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1
7564,598,Germany,Male,38,1,101487.18,1,1,1,75959.1,1
5596,597,Spain,Male,35,9,0.0,3,0,1,73181.39,1
8923,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1
4309,705,France,Female,35,5,0.0,1,1,0,133991.11,1
6412,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1
5841,676,France,Female,49,1,0.0,1,1,0,79342.31,1
7212,711,France,Female,25,5,190066.54,1,0,0,51345.39,1
8954,664,France,Male,54,8,0.0,1,1,1,162719.69,1
2340,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1
4054,602,France,Female,56,3,115895.22,3,1,0,4176.17,1
5733,829,France,Female,22,7,150126.44,1,1,0,152107.93,1
4336,580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
8463,526,Spain,Male,49,2,0.0,1,1,0,114539.67,1
8890,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1
2775,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1
5310,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
7308,663,Spain,Female,53,6,150200.23,1,0,1,151317.27,1
5011,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
8422,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1
4175,741,Spain,Male,43,0,0.0,2,1,1,2920.63,1
1755,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1
2549,645,France,Female,36,8,0.0,2,1,1,12096.61,1
3130,795,Spain,Female,56,5,0.0,1,1,0,35418.69,1
7504,654,Spain,Female,32,2,0.0,1,1,1,51972.92,1
9221,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
3988,644,Germany,Female,32,8,141528.88,1,1,1,167087.34,1
6272,511,France,Female,46,1,0.0,1,1,1,115779.48,1
4549,537,France,Male,59,9,0.0,2,0,0,103799.77,1
494,673,France,Female,38,2,170061.92,2,0,0,134901.34,1
4114,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1
3229,584,France,Female,66,5,0.0,1,1,0,49553.38,1
7361,692,France,Female,36,4,0.0,1,1,0,185580.89,1
9998,772,Germany,Male,42,3,75075.31,2,1,0,92888.52,1
5494,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1
3119,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
6596,477,France,Male,22,5,82559.42,2,0,0,163112.9,1
4653,489,France,Female,51,3,0.0,2,0,1,174098.28,1
1232,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1
5115,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1
6479,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1
2289,644,France,Male,48,8,0.0,2,0,1,44965.54,1
9030,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1
9199,544,France,Female,26,6,0.0,1,1,0,100200.4,1
7681,641,France,Male,33,2,146193.6,2,1,1,55796.83,1
4343,549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
1965,612,France,Female,33,9,0.0,1,0,0,142797.5,1
322,749,France,Male,40,1,139290.41,1,1,0,182855.42,1
4195,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
5356,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
393,556,Spain,Male,38,8,0.0,2,0,0,417.41,1
2032,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1
617,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1
4437,736,France,Female,24,0,0.0,2,1,0,109355.73,1
502,774,France,Male,60,5,85891.55,1,1,0,74135.48,1
9156,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1
